x_edge_location,sc_bytes,c_ip,cs_method,cs_host,cs_uri_stem,sc_status,cs_referer,cs_user_agent,cs_uri_query,cs_cookie,x_edge_result_type,x_edge_request_id,x_host_header,cs_protocol,cs_bytes,time_taken,x_forwarded_for,ssl_protocol,ssl_cipher,x_edge_response_result_type,cs_protocol_version,fle_status,fle_encrypted_fields,c_port,time_to_first_byte,x_edge_detailed_result_type,sc_content_type,sc_content_len,sc_range_start,sc_range_end,timestamp
ACC945-E2,83038,159.252.154.232,PUT,d8bnainxtot1t.cloudfront.net,/blog/data-virtualization-use-cases,200,http://walker.com/search/category/tagindex.php,Opera/9.57.(Windows 95; fa-IR) Presto/2.9.167 Version/12.00,index,df803c2a2738c2436bcf25b52518713f,Hit,d3e84b16-97ea-4545-b35a-b5f292986378,archivesnationales-ht.com,HTTPS,268,0.429,nan,TLSv1.3,AES256-GCM-SHA384,Hit,HTTP/1.1,Failed,nan,38039,0.839,LambdaExecutionError,text/css,496495,,,2025-07-15 07:31:40
ABF805-E9,6995,207.95.229.116,PUT,d8bnainxtot1t.cloudfront.net,/blog/real-time-data-streaming-kafka,301,https://coffey.com/main/tagpost.jsp,Mozilla/5.0 (Windows NT 11.0; kk-KZ; rv:1.9.2.20) Gecko/2876-07-01 21:17:48.922276 Firefox/13.0,,nan,Error,484e4122-ac2a-4223-b8b7-e9e169b5caaf,archivesnationales-ht.com,HTTPS,2030,1.839,128.173.188.131,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,,nan,17860,0.005,LambdaExecutionError,text/css,460245,,,2025-07-15 10:43:59
CDA909-E4,33275,146.251.196.195,POST,d8bnainxtot1t.cloudfront.net,/blog/realtime-dashboards-data,500,nan,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/54.0.864.0 Safari/535.1",,1e1c42c9c6ea787b4e6fa9d980eddf77,Error,8975b05d-c86a-41df-8bc9-9f300e686a2c,archivesnationales-ht.com,HTTPS,3363,1.624,189.13.174.90,TLSv1.3,AES256-GCM-SHA384,Miss,HTTP/1.1,Failed,nan,27585,0.107,LambdaExecutionError,application/json,166134,,,2025-07-15 20:10:41
AAD512-E8,6889,141.152.120.45,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/etl-vs-elt-difference,200,http://miller.com/postsabout.php,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_3_5 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/37.0.843.0 Mobile/07Z046 Safari/534.1",author,nan,Error,0e4d5c0d-824a-4533-9c85-840f02ab556f,archivesnationales-ht.com,HTTPS,239,0.225,191.194.65.133,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,Failed,skill,64264,0.33,Error,application/json,439182,,1965,2025-07-15 10:00:48
CDE372-E9,32454,212.233.5.82,GET,d8bnainxtot1t.cloudfront.net,/blog/choosing-right-database,200,https://dixon.com/wp-contentabout.php,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/28.0.819.0 Safari/531.0",,22cd87edcb0bf603369517b4d8f94728,Error,1f6198ef-0190-4819-bebb-15fec54aaad9,archivesnationales-ht.com,HTTPS,4090,2.272,202.149.150.47,TLSv1.2,None,Miss,HTTP/1.1,Processed,nan,42688,0.804,BadGateway,text/css,26903,,,2025-07-15 13:01:49
FCD365-E3,60003,169.206.143.162,DELETE,d8bnainxtot1t.cloudfront.net,/blog/metadata-management-data-lakes,403,nan,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/5429-11-17 19:55:10.128342 Firefox/6.0,,b5fb663054c9441f21af5e254e330d47,Error,29602752-639d-400b-b9b4-e7aeafa551c4,archivesnationales-ht.com,HTTPS,4973,2.122,218.88.147.160,None,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,,nan,49657,0.21,Error,image/jpeg,250532,162,1412,2025-07-15 00:53:47
EAC122-E2,30880,219.249.113.67,PUT,d8bnainxtot1t.cloudfront.net,/blog/data-governance-frameworks,200,nan,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/5.0),privacy,cc35865d904fd5a7950a5e6e67621c69,Hit,ba1292b1-a591-489a-933d-723994db544d,archivesnationales-ht.com,HTTPS,1396,2.136,191.250.7.138,None,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,nan,48053,0.371,BadGateway,application/json,71929,780,,2025-07-15 05:00:26
ABF852-E8,54881,164.248.47.180,DELETE,d8bnainxtot1t.cloudfront.net,/blog/data-privacy-regulations-gdpr,500,http://www.flores-bryant.org/posts/search/exploresearch.php,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/34.0.837.0 Safari/534.2",,ca8bca2209969989d0b9c970eaeb0f48,LimitExceeded,c65e02d1-07e2-4d24-9448-6e44bf018bed,archivesnationales-ht.com,HTTPS,4717,2.271,9.46.156.221,TLSv1.2,None,Error,HTTP/1.1,Failed,history,33424,0.512,Miss,image/jpeg,429664,,,2025-07-15 15:22:10
FEF444-E1,3803,50.15.22.125,POST,d8bnainxtot1t.cloudfront.net,/blog/cloud-data-platforms-aws-azure-gcp,404,http://simon-porter.net/main/explorefaq.asp,Opera/9.56.(X11; Linux i686; ln-CD) Presto/2.9.177 Version/11.00,post,1a6110906995627cd509bcbc6b54a0d5,Miss,c55d1c58-b373-4ba1-9861-dffe51681d8f,archivesnationales-ht.com,HTTPS,1230,1.352,129.224.178.247,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/2.0,Failed,nan,59497,0.206,BadGateway,text/css,101643,806,,2025-07-15 19:44:34
EDE809-E0,898,219.22.155.81,PUT,d8bnainxtot1t.cloudfront.net,/blog/data-vault-modeling,404,https://www.knight.com/posts/postscategory.htm,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/16.0.879.0 Safari/531.2",post,d80f349958c632dd22cc4ebbaf33fc22,Error,7453e7fb-e9b1-4a52-81aa-e936c4e754ec,archivesnationales-ht.com,HTTPS,438,2.105,206.210.64.158,TLSv1.2,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Processed,nan,23565,0.375,BadGateway,image/jpeg,280621,,,2025-07-15 21:46:49
FAE682-E1,77815,46.219.117.19,HEAD,d8bnainxtot1t.cloudfront.net,/blog/change-data-capture-cdc,200,https://smith-dunn.com/tags/searchauthor.html,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.7.6 (KHTML, like Gecko) Version/4.1 Safari/534.7.6",,1f22def1449edf1ad52794ef9371081d,Error,e6788a29-4a6c-4199-bde3-1dceacc4d97f,archivesnationales-ht.com,HTTPS,112,1.776,219.29.63.219,TLSv1.3,AES256-GCM-SHA384,Error,HTTP/1.1,Failed,nan,43371,0.303,Error,application/json,487599,880,1487,2025-07-15 23:05:15
EAA064-E0,87011,93.113.184.107,HEAD,d8bnainxtot1t.cloudfront.net,/blog/choosing-right-database,403,https://www.washington-parker.com/searchsearch.html,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/36.0.874.0 Safari/531.0",,9fac309e520e639b977537454ab150bd,Error,29e43bd2-2be1-4aa9-a505-9ea370b560ca,archivesnationales-ht.com,HTTPS,4221,0.825,48.128.135.171,TLSv1.2,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Processed,tend,13433,0.016,Error,application/javascript,259715,,1178,2025-07-15 00:25:23
CBF977-E4,38763,163.41.88.139,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-catalog-importance,301,https://www.lopez.org/blog/search/appmain.htm,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/28.0.875.0 Safari/531.1",,5774308dd11f5f16bb3a2dc232c09342,LimitExceeded,16b7fb26-58b3-477d-98a7-3594c9b0eccb,archivesnationales-ht.com,HTTPS,4813,1.135,nan,TLSv1.3,AES256-GCM-SHA384,Miss,HTTP/1.1,Processed,nan,59508,0.957,Miss,image/jpeg,52951,,1848,2025-07-15 23:45:11
CAA586-E6,44935,222.143.17.84,HEAD,d8bnainxtot1t.cloudfront.net,/blog/serverless-data-processing,500,http://brown-gonzalez.com/listauthor.html,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1),,7e9da3a9911adb2ce8ed63771271fc1e,Miss,742c9662-e755-4447-9c2e-4348681d22e6,archivesnationales-ht.com,HTTPS,2905,2.473,173.110.226.56,None,None,Miss,HTTP/1.1,Failed,nan,51914,0.066,Error,application/javascript,479103,,1058,2025-07-15 17:30:25
CBA712-E4,87164,38.217.216.122,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/choosing-right-database,301,https://www.bruce.net/tag/exploreterms.asp,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/3.0),index,d1ef9acde255eb449129d3212f25098a,Miss,74aab1e9-8ff7-4376-9231-ea0d42813f9b,archivesnationales-ht.com,HTTP,3748,1.213,163.131.9.27,TLSv1.2,None,Hit,HTTP/1.1,Processed,impact,64755,0.463,Miss,image/jpeg,227356,,,2025-07-15 07:28:42
BBB065-E9,81139,156.219.230.179,DELETE,d8bnainxtot1t.cloudfront.net,/blog/data-integration-strategies,403,http://www.perez.com/app/category/blogmain.jsp,Opera/9.62.(X11; Linux x86_64; zh-TW) Presto/2.9.162 Version/12.00,search,nan,Hit,384797ee-756d-41e0-bc8d-635a102efad0,archivesnationales-ht.com,HTTPS,4552,1.043,143.101.184.189,None,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/2.0,,book,4679,0.076,BadGateway,text/html,286117,656,1271,2025-07-15 12:39:27
DBA904-E4,63637,184.203.41.233,GET,d8bnainxtot1t.cloudfront.net,/blog/data-security-encryption,200,https://www.estrada-barber.com/explore/tags/listhomepage.htm,Opera/8.87.(Windows NT 5.01; niu-NZ) Presto/2.9.184 Version/10.00,register,ef769d318765397f26eac16de324358e,Miss,f84fda27-774c-4474-a80e-bb34e8babf72,archivesnationales-ht.com,HTTPS,1370,1.467,nan,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,,nan,55144,0.744,Hit,text/css,415770,,,2025-07-15 11:16:03
DAA863-E6,1273,55.177.18.107,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-vault-modeling,200,http://www.thompson.com/list/postspost.html,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_1 rv:3.0; lo-LA) AppleWebKit/534.22.6 (KHTML, like Gecko) Version/5.0.3 Safari/534.22.6",index,4a10429101bf3278bcc351768e0f2469,Hit,11280c84-cc11-4ad5-8775-74f24432f5b0,archivesnationales-ht.com,HTTPS,2710,0.681,216.238.212.219,None,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,,nan,51173,0.043,Miss,image/jpeg,431507,,1374,2025-07-15 10:11:37
EFA218-E8,9207,135.243.155.77,POST,d8bnainxtot1t.cloudfront.net,/blog/data-modeling-techniques-data-engineers,404,https://www.turner-kelly.com/app/main/postspost.php,Opera/9.75.(X11; Linux i686; ckb-IQ) Presto/2.9.189 Version/11.00,,nan,Hit,af62da54-2c1e-4481-864b-21cb5a490aeb,archivesnationales-ht.com,HTTPS,1119,1.418,nan,None,AES256-GCM-SHA384,Error,HTTP/2.0,Failed,yourself,38031,0.518,BadGateway,application/json,351681,,1373,2025-07-15 23:22:56
AAD332-E1,72031,21.46.148.162,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/data-catalog-importance,200,https://www.young-lucas.com/tagfaq.php,Opera/9.90.(X11; Linux i686; te-IN) Presto/2.9.179 Version/10.00,,0b358c98e278ce6e1bfa1bfe11385576,Hit,29fdbcbe-eb0b-4270-ac29-e1bed01160b1,archivesnationales-ht.com,HTTPS,4202,0.164,223.236.8.3,None,None,Hit,HTTP/2.0,Failed,nan,19575,0.685,Hit,image/jpeg,320277,,1884,2025-07-15 17:05:28
DAF340-E5,15960,164.162.3.180,DELETE,d8bnainxtot1t.cloudfront.net,/blog/streaming-analytics-applications,500,https://www.bennett.com/mainindex.asp,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.3.2 (KHTML, like Gecko) Version/4.0.1 Safari/534.3.2",,nan,Error,3f9dd5a6-9c9c-4067-98c0-81d1061c4e05,archivesnationales-ht.com,HTTPS,4847,0.354,nan,None,None,Miss,HTTP/1.1,Processed,nan,7859,0.153,LambdaExecutionError,text/html,346175,,,2025-07-15 22:18:58
CFA564-E1,21253,172.205.130.252,PUT,d8bnainxtot1t.cloudfront.net,/blog/what-is-data-engineering,403,https://morris.com/tag/postslogin.html,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.0),homepage,f0578a7786a72d5124199a21956c8421,Hit,0f739eec-8043-4cc6-8921-308bdce03b2f,archivesnationales-ht.com,HTTPS,1996,1.693,197.190.255.215,None,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,Failed,nan,14039,0.411,Error,image/jpeg,381059,,,2025-07-15 09:48:51
DDC084-E8,22243,171.155.115.138,HEAD,d8bnainxtot1t.cloudfront.net,/blog/columnar-databases-analytics,200,https://www.rodriguez.com/search/search/categoryfaq.htm,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/13.2z6382.0 Mobile/65T440 Safari/532.2",homepage,8e85376c741c9bb595f76e9db09302ba,Hit,18c65f0a-2031-40d8-8632-50a6e0ab56fb,archivesnationales-ht.com,HTTPS,3521,1.312,189.40.32.110,None,None,Hit,HTTP/1.1,,nan,3081,0.091,LambdaExecutionError,application/javascript,29462,174,,2025-07-15 02:04:22
ECA805-E5,42606,205.26.103.148,POST,d8bnainxtot1t.cloudfront.net,/blog/data-vault-modeling,403,https://lester.biz/tagsabout.php,Mozilla/5.0 (Windows 98; Win 9x 4.90; st-ZA; rv:1.9.2.20) Gecko/7707-08-31 23:10:04.987213 Firefox/12.0,faq,nan,Error,d84a61f0-39bf-4fa0-a275-4ac3578e0452,archivesnationales-ht.com,HTTPS,2027,1.053,37.252.184.165,TLSv1.3,AES256-GCM-SHA384,Hit,HTTP/1.1,Processed,nan,33731,0.901,Hit,application/json,433215,,,2025-07-15 00:35:12
BEF396-E1,60654,115.216.118.45,POST,d8bnainxtot1t.cloudfront.net,/blog/streaming-etl-flink-spark-streaming,200,http://valdez-simmons.org/blog/tagslogin.php,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/57.0.837.0 Mobile/54O577 Safari/533.2",about,dbf100a47876cd0ccd2449f22f9f8a85,Error,b4c268ac-a68f-47be-a389-914624c8a007,archivesnationales-ht.com,HTTPS,4896,2.144,120.162.76.158,TLSv1.3,None,Error,HTTP/1.1,,nan,48608,0.967,Error,text/css,111941,85,,2025-07-15 10:43:15
CCC970-E4,97966,5.155.248.145,POST,d8bnainxtot1t.cloudfront.net,/blog/building-api-gateways-data,404,nan,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/15.4c4777.0 Mobile/79H654 Safari/536.1",home,cb47df537f84365ab9fa7f5f064c210f,Hit,e52b4757-d6fe-4ee6-8b13-4a934c5cb9c3,archivesnationales-ht.com,HTTPS,1897,1.111,53.5.37.6,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,LimitExceeded,HTTP/1.1,Failed,nan,51526,0.302,Miss,application/json,393862,,,2025-07-15 11:32:44
EAA724-E5,16118,117.225.220.199,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/monitoring-data-pipelines,200,https://www.cochran.com/tagprivacy.php,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.0),main,4e4ddbba19aa48427f2ec36c0cbe9b0f,LimitExceeded,8b094e14-18dd-4d0b-b86d-3c14c15dc18a,archivesnationales-ht.com,HTTPS,3765,1.016,200.192.99.222,TLSv1.3,AES256-GCM-SHA384,Error,HTTP/1.1,Processed,nan,11517,0.517,Miss,text/css,199033,416,,2025-07-15 01:12:41
FFF001-E2,8627,113.113.62.156,PUT,d8bnainxtot1t.cloudfront.net,/blog/category,200,nan,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.10.2 (KHTML, like Gecko) Version/4.0.5 Safari/533.10.2",author,285435dd8d83ab498764a1606bb25e78,Error,bebb6d06-8946-49d7-a586-c466abd45dd3,archivesnationales-ht.com,HTTPS,3411,0.574,146.40.55.0,TLSv1.3,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,Processed,nan,30170,0.272,BadGateway,application/javascript,63563,,,2025-07-15 01:13:25
EFD691-E5,80601,16.30.170.219,PUT,d8bnainxtot1t.cloudfront.net,/blog/data-catalog-importance,403,http://www.steele.com/app/wp-content/tagscategory.php,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.1),,4ee6753e33741d2249a963772551cef9,LimitExceeded,8bc72c60-812a-407d-8ed8-c825cc744b06,archivesnationales-ht.com,HTTPS,142,1.339,125.29.242.118,TLSv1.3,None,Miss,HTTP/1.1,Failed,nan,19498,0.175,LambdaExecutionError,text/css,103887,,,2025-07-15 02:35:28
BCE406-E0,51387,204.199.9.103,OPTIONS,d8bnainxtot1t.cloudfront.net,/blog/introduction-to-airflow-dags,301,https://www.kelley-bennett.com/wp-content/wp-contentsearch.htm,Opera/8.31.(Windows NT 6.0; es-PY) Presto/2.9.173 Version/10.00,faq,24168619a0fd2166f0323e0411895acb,LimitExceeded,c86950f0-2991-462a-b8e8-75e5e4c3c19e,archivesnationales-ht.com,HTTPS,4189,0.194,206.80.156.204,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,Processed,part,64872,0.151,Miss,application/json,305321,807,,2025-07-15 15:34:14
ADE050-E1,88477,214.88.51.164,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-integration-strategies,200,nan,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_6 rv:3.0; lv-LV) AppleWebKit/531.42.3 (KHTML, like Gecko) Version/4.1 Safari/531.42.3",,nan,Miss,72efcdb2-4b99-428b-a601-8df08a4ff569,archivesnationales-ht.com,HTTPS,1676,0.212,13.175.29.80,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,nan,27341,0.992,Hit,application/json,442782,,,2025-07-15 19:48:28
FDF649-E0,96334,103.43.101.170,PUT,d8bnainxtot1t.cloudfront.net,/blog/streaming-etl-flink-spark-streaming,301,https://benson.net/app/category/tagscategory.htm,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/30.0.892.0 Mobile/80J055 Safari/531.1",terms,380fc7c372048aadfa25b78e1dbe5615,Error,5219181e-9a44-405b-80cf-374abe0b5827,archivesnationales-ht.com,HTTPS,2960,0.059,134.114.40.210,TLSv1.2,None,Miss,HTTP/1.1,,nan,61846,0.309,Miss,text/html,189350,,,2025-07-15 15:52:55
AFA657-E4,51087,143.89.24.220,DELETE,d8bnainxtot1t.cloudfront.net,/blog/streaming-etl-flink-spark-streaming,200,https://bautista.info/main/app/searchsearch.html,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/13.5d5528.0 Mobile/34N365 Safari/532.2",,da6f004ff065e95c3bc5fbbf5d611563,LimitExceeded,e4ec17cb-609a-4057-b0d0-f1a568510198,archivesnationales-ht.com,HTTPS,1442,2.029,6.54.230.20,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,Hit,HTTP/1.1,,nan,59145,0.375,Miss,application/json,41956,,1973,2025-07-15 15:01:25
CCE469-E5,68688,223.217.36.185,DELETE,d8bnainxtot1t.cloudfront.net,/blog/graph-databases-data-engineering,500,http://jones.info/listcategory.asp,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/59.0.839.0 Safari/532.2",homepage,1f10b6008c66ed933cb1038dc4297588,Miss,47f029da-1f09-4d84-b71d-2a7bfb8981d7,archivesnationales-ht.com,HTTPS,565,0.899,161.230.77.24,TLSv1.3,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/1.1,Processed,small,60310,0.359,Error,text/css,196954,738,,2025-07-15 02:46:39
DAC540-E3,13118,196.161.152.177,GET,d8bnainxtot1t.cloudfront.net,/blog/scalable-data-architecture,200,https://smith.net/tags/explore/blogabout.html,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_8; rv:1.9.3.20) Gecko/7735-02-26 09:54:36.314453 Firefox/3.8,terms,1f5f50dae384ab86c305dd14fc16af0a,Miss,5428888e-f484-40d6-b3d5-38e7f839e5fb,archivesnationales-ht.com,HTTPS,3251,0.994,74.154.67.189,None,ECDHE-RSA-AES128-GCM-SHA256,Miss,HTTP/1.1,Failed,property,25955,0.149,Hit,image/jpeg,28117,718,,2025-07-15 21:57:39
EDE775-E2,44041,195.219.110.60,DELETE,d8bnainxtot1t.cloudfront.net,/blog/data-catalog-importance,200,https://www.clark.org/posts/tagsearch.htm,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.12.5 (KHTML, like Gecko) Version/5.0 Safari/532.12.5",,nan,Hit,8e23620c-c986-4bfd-a6a4-12f25cc2a3e7,archivesnationales-ht.com,HTTPS,2834,1.179,215.170.184.131,TLSv1.3,AES256-GCM-SHA384,Miss,HTTP/1.1,Processed,rock,12793,0.595,Miss,text/css,450822,215,1342,2025-07-15 10:39:13
BBD593-E6,95900,138.144.76.178,PUT,d8bnainxtot1t.cloudfront.net,/blog/change-data-capture-cdc,200,https://medina.biz/tags/explore/categoryhomepage.htm,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/14.4u5496.0 Mobile/68Z922 Safari/534.1",search,nan,Miss,5b65b169-7f58-444a-8359-33b8fdada163,archivesnationales-ht.com,HTTPS,4217,2.376,nan,TLSv1.3,AES256-GCM-SHA384,Hit,HTTP/1.1,Failed,nan,45586,0.632,BadGateway,text/css,337853,,,2025-07-15 08:14:57
FAC953-E3,93875,47.156.57.108,PUT,d8bnainxtot1t.cloudfront.net,/blog/search,200,http://www.smith.com/category/posts/tagspost.jsp,Opera/8.99.(Windows 95; ps-AF) Presto/2.9.170 Version/10.00,,a4edf07bfac3927ffcf6769d03826086,Miss,d125bbe1-ce07-406a-adea-fd2db433abbd,archivesnationales-ht.com,HTTPS,2205,0.729,nan,TLSv1.2,AES256-GCM-SHA384,LimitExceeded,HTTP/1.1,,nan,24188,0.176,BadGateway,text/html,13016,,1154,2025-07-15 18:55:40
CEF829-E7,17979,194.81.77.237,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-lakes-vs-data-warehouses,200,nan,Mozilla/5.0 (Windows NT 5.1; mhr-RU; rv:1.9.1.20) Gecko/8322-02-03 15:38:51.385223 Firefox/3.6.12,login,df0c1f051bdf82e0198e806c079dc0bc,Hit,54073b4a-d3cc-47c7-8b66-822fd39cc398,archivesnationales-ht.com,HTTPS,1375,0.193,69.151.154.32,TLSv1.3,None,Hit,HTTP/1.1,Processed,nan,49199,0.393,Miss,text/css,143391,,,2025-07-15 14:53:25
BFA311-E7,41322,6.55.56.23,POST,d8bnainxtot1t.cloudfront.net,/blog/cost-optimization-cloud-data,200,http://smith-salazar.com/explore/tag/bloghome.htm,Opera/9.42.(X11; Linux x86_64; xh-ZA) Presto/2.9.172 Version/10.00,,2f3a4210a1b264f90a5c50d5f82154a9,Hit,a6f12cfd-60a0-4c15-91fd-c0561ef73871,archivesnationales-ht.com,HTTPS,4402,2.387,130.227.107.183,TLSv1.3,AES256-GCM-SHA384,Miss,HTTP/1.1,Processed,nan,22517,0.451,Error,application/json,6600,,,2025-07-15 10:50:20
FBF668-E5,15845,104.188.32.83,POST,d8bnainxtot1t.cloudfront.net,/blog/dataops-principles-practice,200,http://www.nixon-gould.biz/listlogin.html,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; csb-PL) AppleWebKit/532.44.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.44.2",,7aeb73788f6f29175add9de74f3eedb7,LimitExceeded,e4c7d033-673d-4b4f-aeac-dd7661fd6e7c,archivesnationales-ht.com,HTTPS,4586,1.496,nan,None,AES256-GCM-SHA384,Error,HTTP/2.0,,nan,45187,0.379,Error,application/javascript,176097,797,,2025-07-15 22:50:25
BBB858-E6,55341,204.173.227.148,DELETE,d8bnainxtot1t.cloudfront.net,/blog/data-security-encryption,404,https://www.hendrix.com/search/category/categoryindex.htm,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.18.6 (KHTML, like Gecko) Version/5.0 Safari/535.18.6",about,f921950fac2a46c8490eb53ce2ed36d3,Hit,88effaab-caa8-4c82-9593-e99997fd657f,archivesnationales-ht.com,HTTPS,2411,0.657,140.60.201.224,TLSv1.3,AES256-GCM-SHA384,Hit,HTTP/1.1,,nan,16000,0.239,Error,application/json,163982,,1418,2025-07-15 19:14:43
CBA228-E5,18256,218.214.101.215,HEAD,d8bnainxtot1t.cloudfront.net,/blog/data-virtualization-use-cases,200,http://www.hopkins.org/blog/searchhomepage.asp,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.1),homepage,nan,Miss,d4a66770-261a-4353-9e8f-3b086f89f12b,archivesnationales-ht.com,HTTPS,4533,2.361,173.140.115.184,TLSv1.2,AES256-GCM-SHA384,Hit,HTTP/2.0,,nan,33022,0.759,Hit,text/html,355496,365,,2025-07-15 18:07:29
AFF554-E8,80885,223.251.123.85,PUT,d8bnainxtot1t.cloudfront.net,/blog/streaming-analytics-applications,200,nan,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.1),about,nan,Error,328d3280-6210-4460-8a1f-623daca8418d,archivesnationales-ht.com,HTTPS,4918,1.958,219.66.190.127,None,ECDHE-RSA-AES128-GCM-SHA256,Error,HTTP/2.0,,become,56323,0.421,Miss,image/jpeg,167796,164,,2025-07-15 00:58:26
BFE041-E5,23619,90.2.246.94,PUT,d8bnainxtot1t.cloudfront.net,/blog/nosql-databases-data-engineering,404,https://brown.com/search/posts/listpost.htm,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/4.0),post,d9da760406960d176a8636007b613963,Error,9954d774-691d-4d31-a06c-c230e3f085b3,archivesnationales-ht.com,HTTPS,710,0.441,49.72.209.221,TLSv1.3,AES256-GCM-SHA384,Error,HTTP/1.1,Processed,nan,10899,0.794,LambdaExecutionError,application/json,100564,,,2025-07-15 07:45:22
